"","spName","prevAll","x","y","prevBins","xBins","yBins","weights"
"8837","Oenanthe_oenanthe",21267,46.8,57.33,20,7,9,1
"8759","Cathartes_aura",11334,-77.44,6.69,11,3,5,1
"4083","Marmaronetta_angustirostris",900,43.85,37.39,1,7,8,0.0526315789473684
"8803","Accipiter_nisus",15053,75.81,54.05,14,8,9,1
"7833","Calandrella_cinerea",2350,25.25,-15.86,3,6,3,0.333333333333333
"6665","Calidris_fuscicollis",1995,-99.16,70.34,2,3,10,0.5
"3718","Alectoris_graeca",376,17.33,42.78,1,6,8,0.0769230769230769
"2863","Loxia_scotica",23,-3.88,57.23,1,5,9,1
"8108","Phoenicurus_auroreus",2500,118.15,45.49,3,9,8,0.0909090909090909
"8636","Egretta_thula",7816,-72.14,4.69,7,3,5,1
"8756","Emberiza_aureola",10374,100.8,58.7,10,8,9,0.2
"8009","Emberiza_godlewskii",2869,103.03,41.67,3,8,8,0.2
"3697","Myrmecocichla_aethiops",907,7.66,13.21,1,6,6,0.0454545454545455
"2864","Anser_brachyrhynchus",359,-14.51,72.93,1,5,10,0.5
"8301","Luscinia_megarhynchos",4318,37.21,42.6,4,6,8,0.5
"2858","Hippolais_polyglotta",1007,2.02,41.66,1,5,8,0.142857142857143
"6547","Leucosticte_tephrocotis",1837,-143.1,60.97,2,1,9,0.5
"8646","Carduelis_cannabina",7122,36.35,48.59,7,6,8,1
"8800","Egretta_garzetta",14648,71.5,6.95,14,7,5,1
"8505","Acrocephalus_agricola",4561,70.41,45.8,5,7,8,0.0769230769230769
"6543","Emberiza_variabilis",244,146.9,47.23,1,10,8,1
"2984","Gyps_coprotheres",399,24.39,-25.45,1,6,3,0.00680272108843537
"8688","Turdus_merula",7944,40.7,44.93,8,7,8,0.25
"6673","Geositta_cunicularia",1491,-65.98,-34.87,2,4,2,0.0476190476190476
"8608","Circaetus_gallicus",6582,50.71,40.13,6,7,8,0.2
"8834","Pica_pica",21278,37.85,48.92,20,6,8,1
"6786","Crypturellus_variegatus",1923,-62.28,-3.16,2,4,4,0.00552486187845304
"8786","Certhia_familiaris",12532,74.52,52.13,12,8,9,0.25
"8832","Nycticorax_nycticorax",21766,-3.08,12.57,20,5,6,1
"8514","Oenanthe_isabellina",5587,71.78,42.77,5,7,8,0.0769230769230769
"8747","Muscicapa_striata",10139,45.69,51.31,10,7,9,0.166666666666667
"8131","Dendroica_striata",4472,-109.22,58.55,4,2,9,0.1
"8625","Lymnocryptes_minimus",5979,80.38,63.5,6,8,10,0.5
"8012","Calidris_minuta",2313,93.91,71.37,3,8,10,0.333333333333333
"4100","Lalage_maculosa",70,93.5,-16.37,1,8,3,0.5
"8655","Crex_crex",7654,58.04,53.75,7,7,9,0.2
"7588","Egretta_novaehollandiae",1433,143.48,-28.79,2,10,2,0.25
"8702","Streptopelia_orientalis",8697,104.29,43.86,8,8,8,1
"8671","Megaceryle_alcyon",7940,-107.02,50.37,8,2,9,0.333333333333333
"6983","Sylvia_subcaerulea",1173,22.1,-23.88,2,6,3,0.0357142857142857
"8354","Artamus_leucorynchus",3510,132.16,-14.18,4,9,4,1
"8824","Lagopus_lagopus",19140,31.22,62.44,18,6,10,1
"8669","Buteo_jamaicensis",8049,-104.77,44.94,8,2,8,1
"2870","Anthus_hoeschi",28,28.38,-29.84,1,6,2,0.0163934426229508
"8807","Delichon_urbicum",16218,72.49,54.45,15,7,9,1
"8743","Mareca_strepera",10896,26.83,49.42,10,6,8,1
"8331","Gypaetus_barbatus",3767,73.98,33.25,4,8,7,0.2
"7276","Melanocorypha_leucoptera",1677,64.5,50.89,2,7,9,0.333333333333333
"8822","Pandion_haliaetus",19468,26.78,46.74,18,6,8,1
"4219","Nyctyornis_amictus",671,107,2.42,1,8,5,0.00523560209424084
"8590","Threskiornis_aethiopicus",6421,23.24,-1.32,6,6,5,0.111111111111111
"7928","Lybius_vieilloti",2399,10.62,11.2,3,6,6,0.166666666666667
"7255","Salpornis_spilonotus",1369,38.19,4,2,7,5,1
"8626","Eurystomus_orientalis",6167,121.59,12.89,6,9,6,1
"1930","Calidris_subruficollis",1030,-95.37,71.27,1,3,10,1
"7621","Coccyzus_americanus",2578,-91.21,35.44,3,3,7,0.2
"8811","Carduelis_flammea",16864,19.37,64.18,16,6,10,1
"6584","Cygnus_buccinator",1164,-127.86,56.75,2,2,9,0.166666666666667
"8673","Coragyps_atratus",7955,-67.83,-4.22,8,3,4,1
"1991","Spiziapteryx_circumcincta",603,-62.62,-29.6,1,4,2,0.0147058823529412
"8637","Agelaius_phoeniceus",7074,-102.22,44.56,7,3,8,1
"8356","Haliastur_indus",4371,108.49,7.48,4,9,5,0.333333333333333
"8528","Alectoris_chukar",4904,77.23,39.63,5,8,8,0.2
"8726","Streptopelia_turtur",9395,40.85,44.77,9,7,8,0.25
"8845","Himantopus_himantopus",25583,44.23,14.23,23,7,6,1
"8732","Zapornia_pusilla",9822,75.92,22.39,9,8,6,1
"4078","Emberiza_buchanani",982,65.92,40.01,1,7,8,0.0526315789473684
"8715","Podilymbus_podiceps",9771,-85.93,20.81,9,3,6,1
"1720","Mellisuga_helenae",76,-79.4,21.6,1,3,6,0.00257731958762887
"8347","Eudromias_morinellus",3999,80.21,65.79,4,8,10,0.25
"8369","Turdus_naumanni",3474,119.64,60.62,4,9,9,0.2
"2919","Spizocorys_sclateri",127,20.22,-28.94,1,6,2,0.0163934426229508
"7830","Calidris_canutus",3346,-27.69,75.26,3,5,10,0.333333333333333
"3734","Calidris_pygmaea",158,5.28,64.08,1,6,10,0.5
"6586","Lagopus_leucura",1321,-129.65,56.93,2,2,9,0.166666666666667
"3712","Oenanthe_lugens",1085,33.65,26.96,1,6,7,0.0833333333333333
"8126","Empidonax_traillii",3486,-102.69,42.32,4,2,8,0.142857142857143
"8717","Calcarius_lapponicus",9804,-13.42,69.1,9,5,10,0.5
"7944","Melanitta_americana",3152,12.58,62.6,3,6,10,1
"8520","Gallinago_media",5173,55.94,58.68,5,7,9,0.25
"151","Anthus_spragueii",593,-106.8,50.46,1,2,9,0.111111111111111
"8714","Turdus_migratorius",9430,-106.59,50.52,9,2,9,1
"8502","Macheiramphus_alcinus",5174,38.58,-3.75,5,7,4,1
"8735","Cuculus_saturatus",10057,105.3,52.32,9,8,9,0.25
"2179","Metriopelia_morenoi",56,-66.66,-26.31,1,4,3,0.00280112044817927
"8623","Chlidonias_leucopterus",5858,82.6,51.19,6,8,9,1
"8777","Ixobrychus_minutus",12409,34.56,22.62,12,6,6,1
"8782","Galerida_cristata",13423,52.84,36.7,12,7,8,0.25
"3871","Anthreptes_neglectus",130,38.59,-7.7,1,7,4,0.0833333333333333
"2906","Prinia_maculosa",275,22.8,-31.28,1,6,2,0.0163934426229508
"240","Oreotrochilus_leucopleurus",230,-68.89,-33.02,1,3,2,0.0238095238095238
"8360","Otus_sunia",3500,111.52,31.11,4,9,7,0.5
"8581","Zapornia_flavirostra",5971,19.93,-2.52,6,6,4,0.1
"8498","Ficedula_hypoleuca",5386,36.29,56.24,5,6,9,0.2
"8106","Ixobrychus_eurhythmus",2414,124.4,41.93,3,9,8,0.0909090909090909
"6986","Turdus_libonyanus",1682,28.4,-15.1,2,6,3,0.0357142857142857
"8799","Lagopus_muta",14572,15.71,65.72,14,6,10,1
"8820","Saxicola_torquatus",18166,75.67,41.78,17,8,8,0.5
"6644","Melanerpes_carolinus",1409,-87.72,37.04,2,3,8,0.04
"8469","Platalea_alba",5183,21.46,-2.21,5,6,4,0.0416666666666667
"8776","Falco_sparverius",12395,-87.45,21.71,12,3,6,1
"8244","Charadrius_tricollaris",3426,27.4,-12.32,4,6,4,0.025
"8602","Charadrius_hiaticula",5985,37.47,68.93,6,6,10,0.25
"7411","Carpodacus_puniceus",1567,87.8,35,2,8,7,0.0294117647058824
"8768","Phylloscopus_trochilus",11330,72.96,60.39,11,7,9,0.2
"8365","Acrocephalus_aedon",3662,110.62,50.08,4,9,9,0.2
"8087","Haliaeetus_leucogaster",3292,123.23,-6.93,3,9,4,0.25
"8592","Strix_aluco",5848,30.35,48.93,6,6,8,1
"6661","Oporornis_philadelphia",1757,-88,49.65,2,3,9,0.125
"1928","Anser_rossii",275,-96.29,62.26,1,3,9,0.333333333333333
"8810","Spatula_clypeata",17510,20.87,55.68,16,6,9,1
"7600","Aythya_affinis",3360,-119.99,56.65,3,2,9,0.125
"6593","Mareca_sibilatrix",1131,-67.82,-41.57,2,3,1,1
"8736","Grus_grus",9953,73.36,57.02,9,8,9,0.25
"6988","Urocolius_indicus",1511,24.9,-21.44,2,6,3,0.0357142857142857
"696","Opisthoprora_euryptera",41,-77.81,-3.29,1,3,4,0.0018348623853211
"8607","Calandrella_brachydactyla",6679,62.58,41.11,6,7,8,0.2
"8640","Scopus_umbretta",7091,23.01,-2.84,7,6,4,0.5
"8764","Aegithalos_caudatus",11515,71.58,50.65,11,7,9,0.2
"1317","Phylloscartes_flavovirens",16,-78.44,8.56,1,3,5,0.00164203612479475
"2131","Hemitriccus_diops",323,-47.31,-22.37,1,4,3,0.00280112044817927
"6244","Charadrius_aquilonius",37,175.02,-36.91,1,10,2,0.0128205128205128
"7455","Gallinago_megala",2019,99.63,53.53,2,8,9,0.5
"8121","Anthus_gustavi",3216,116.89,65.9,3,9,10,0.5
"6545","Locustella_ochotensis",694,146.57,54.86,1,10,9,0.5
"7398","Surniculus_dicruroides",1400,94.81,23.63,2,8,6,0.00952380952380952
"8802","Emberiza_schoeniclus",15020,70.68,54.91,14,7,9,1
"8831","Cuculus_canorus",21158,80.06,50.44,19,8,9,1
"2903","Parus_afer",218,21.88,-31.26,1,6,2,0.0163934426229508
"8364","Hirundapus_caudacutus",3368,113.63,46.17,4,9,8,0.333333333333333
"4963","Melithreptus_brevirostris",946,139.29,-31.71,1,9,2,0.0149253731343284
"8523","Lanius_schach",4756,94.43,21.93,5,8,6,0.5
"8450","Arenaria_interpres",4746,-33.77,71.71,5,4,10,1
"2783","Calidris_ptilocnemis",464,-63.38,60.81,1,4,9,1
"8844","Asio_flammeus",25358,9.49,48.93,23,6,8,1
"8674","Accipiter_striatus",8727,-95.17,33.26,8,3,7,1
"8300","Lullula_arborea",4316,24.62,47.51,4,6,8,0.5
"8112","Carpodacus_roseus",3245,114.43,58.2,3,9,9,0.1
"7456","Limnodromus_semipalmatus",1648,97.79,52.26,2,8,9,0.5
"6382","Rhipidura_verreauxi",63,164.81,-18.14,1,10,3,0.0105263157894737
"6960","Batis_senegalensis",1163,0.57,11.68,2,5,6,0.5
"8129","Vireo_gilvus",4414,-102.89,44.22,4,2,8,0.142857142857143
"2037","Attila_rufus",186,-44.08,-21.74,1,4,3,0.00280112044817927
"8829","Lanius_excubitor",20745,38.82,48.4,19,7,8,1
"8591","Corvus_ruficollis",5814,27.79,23.23,6,6,6,1
"8508","Cinclus_cinclus",5538,53.1,46.98,5,7,8,0.0769230769230769
"8642","Corvus_albus",7080,21.26,-1.55,7,6,5,0.2
"7672","Setopagis_parvula",2491,-52.59,-17.81,3,4,3,0.0476190476190476
"10","Calidris_virgata",673,-148.76,63.57,1,1,10,0.333333333333333
"7655","Netta_peposaca",2298,-62.16,-32.45,3,4,2,1
"2447","Inezia_subflava",461,-58.48,-3.13,1,4,4,0.00476190476190476
"8815","Falco_columbarius",18025,15.72,58.39,17,6,9,1
"3732","Anthus_petrosus",652,10.41,60.31,1,6,9,0.5
"8585","Camaroptera_brachyura",5646,20.49,-0.87,6,6,5,0.111111111111111
"8627","Gallinago_stenura",6512,115.26,62.14,6,9,9,1
"2849","Oenanthe_leucura",708,-1.51,33.91,1,5,7,0.0909090909090909
"8500","Prunella_modularis",4814,25.46,55.59,5,6,9,0.2
"4079","Emberiza_stewarti",324,71.63,40.23,1,7,8,0.0526315789473684
"8317","Remiz_pendulinus",3879,39.9,48.95,4,7,8,0.111111111111111
"7466","Hirundo_neoxena",1922,139.86,-30.89,2,9,2,0.0625
"8722","Rostratula_benghalensis",9958,56.36,6.7,9,7,5,0.333333333333333
"8635","Tachycineta_bicolor",6900,-107.8,52.28,7,2,9,0.25
"6578","Pheucticus_melanocephalus",2101,-110.01,38.76,2,2,8,0.0434782608695652
"8739","Troglodytes_aedon",10538,-75.84,5.43,10,3,5,1
"8647","Columba_palumbus",7228,31.11,49.98,7,6,9,1
"96","Selasphorus_platycercus",652,-106.71,31.67,1,2,7,0.0140845070422535
"8836","Ardea_cinerea",21397,61.21,28.22,20,7,7,1
"8634","Gallinago_delicata",7475,-111.13,54.71,7,2,9,0.25
"8667","Phylloscopus_fuscatus",6966,119.83,51.99,7,9,9,0.166666666666667
"3110","Cichladusa_arquata",976,31.22,-11.42,1,6,4,0.00420168067226891
"1935","Phalcoboenus_australis",43,-63.67,-53.49,1,4,1,0.166666666666667
"8086","Egretta_sacra",3292,125.25,-4.58,3,9,4,0.25
"8363","Caprimulgus_jotaka",3708,114.76,37.04,4,9,8,0.333333333333333
"8122","Sibirionetta_formosa",3041,140.95,64.62,3,9,10,0.5
"5929","Zoothera_erythronota",113,121.36,-2.05,1,9,5,0.00280112044817927
"8557","Ardea_herodias",6273,-99.64,43.55,6,3,8,0.25
"8370","Fulica_americana",5535,-102.43,41.58,5,2,8,0.5
"6625","Quiscalus_mexicanus",2193,-100.29,28.03,2,3,7,0.111111111111111
"8002","Clamator_coromandus",2334,100.88,24.39,3,8,7,0.25
"8531","Oenanthe_pleschanka",4524,83.43,45.02,5,8,8,0.2
"7609","Plegadis_chihi",2394,-75.83,-6,3,3,4,1
"8562","Gallinago_paraguaiae",5755,-59.38,-16.65,6,4,3,1
"256","Thinocorus_rumicivorus",538,-71.02,-34.05,1,3,2,0.0238095238095238
"8133","Melanitta_deglandi",3381,-123.22,60.23,4,2,9,0.1
"7942","Calidris_ferruginea",2738,33.82,60.91,3,6,9,0.5
"8684","Recurvirostra_avosetta",8362,60.32,27.2,8,7,7,0.5
"7970","Coracina_macei",2300,93.12,20.72,3,8,6,0.0227272727272727
"8839","Anas_platyrhynchos",24571,6.86,51.89,22,6,9,0.5
"244","Pseudasthenes_humicola",84,-71.47,-31.77,1,3,2,0.0238095238095238
"3716","Sylvia_conspicillata",884,3.03,35.38,1,6,7,0.0833333333333333
"8404","Busarellus_nigricollis",4713,-59.95,-7.37,5,4,4,0.02
"6559","Psaltriparus_minimus",1358,-109.9,33.52,2,2,7,0.0833333333333333
"7602","Bucephala_albeola",3242,-113.37,56.81,3,2,9,0.125
"8333","Turnix_tanki",3890,102.48,27.96,4,8,7,0.2
"3794","Euryceros_prevostii",28,49.38,-16.09,1,7,3,0.00735294117647059
"2856","Alectoris_rufa",534,-0.51,42.73,1,5,8,0.142857142857143
"2924","Tchagra_tchagra",158,27.07,-31.05,1,6,2,0.0163934426229508
"7582","Muscicapa_griseisticta",1207,136.13,52.16,2,9,9,0.125
"8709","Apus_pacificus",8431,117.18,46.62,8,9,8,1
"7658","Carduelis_magellanica",2395,-57.49,-21.04,3,4,3,0.0476190476190476
"8817","Passer_domesticus",18669,59.99,46.84,17,7,8,1
"6009","Orthotomus_derbianus",48,121.79,14.67,1,9,6,0.00769230769230769
"8661","Phylloscopus_trochiloides",7229,76.61,51.05,7,8,9,0.25
"8556","Vireo_olivaceus",5847,-88.79,31.37,6,3,7,1
"8779","Pinicola_enucleator",12993,26.81,58.23,12,6,9,1
"7549","Merops_viridis",1429,108.59,10.84,2,9,6,0.333333333333333
"7072","Riparia_cincta",2172,25.94,-13.38,2,6,4,0.0104166666666667
"7264","Sitta_tephronota",1238,60.35,35.83,2,7,7,0.111111111111111
"8575","Charadrius_pecuarius",6081,23.92,-3.46,6,6,4,0.1
"8104","Cyanopica_cyanus",2560,113.69,42.68,3,9,8,0.0909090909090909
"8761","Spilopelia_senegalensis",11574,37.17,14.81,11,6,6,1
"7583","Phylloscopus_schwarzi",1741,113.92,51.41,2,9,9,0.125
"7945","Psittacula_krameri",3047,46.37,17.06,3,7,6,1
"6222","Sericornis_humilis",49,146.48,-41.9,1,10,1,0.0256410256410256
"8841","Falco_tinnunculus",24114,59.23,36.09,22,7,7,1
"220","Carduelis_uropygialis",71,-70.27,-31.03,1,3,2,0.0238095238095238
"8701","Porphyrio_porphyrio",8566,81.91,-2.35,8,8,4,1
"8766","Parus_ater",12023,72.61,52.15,11,7,9,0.2
"8744","Elanus_caeruleus",10296,45.4,4.11,10,7,5,1
"170","Campephilus_magellanicus",299,-72.55,-47.26,1,3,1,0.0181818181818182
"8648","Turnix_sylvaticus",6782,47.83,4.14,7,7,5,1
"8720","Ceryle_rudis",8959,44.98,7.55,9,7,5,0.333333333333333
"8639","Dendrocygna_bicolor",7462,6.3,-3.23,7,6,4,0.5
"5957","Ceyx_cyanopectus",91,121.78,14.91,1,9,6,0.00769230769230769
"6562","Archilochus_alexandri",1150,-111.26,36.92,2,2,8,0.0434782608695652
"8399","Zonotrichia_capensis",5059,-59.29,-19.02,5,4,3,0.2
"8396","Pygochelidon_cyanoleuca",5128,-61.8,-17.88,5,4,3,0.2
"7914","Rhinopomastus_aterrimus",2898,14.46,7.33,3,6,5,0.0294117647058824
"5313","Megatriorchis_doriae",324,140.74,-5.34,1,9,4,0.00194931773879142
"8554","Athene_cunicularia",6139,-79.83,3.41,6,3,5,0.5
"8681","Accipiter_badius",8467,45.57,8.7,8,7,5,0.5
"694","Odontophorus_stellatus",658,-68.28,-8.28,1,3,4,0.0018348623853211
"6591","Tringa_incana",1210,-132.43,63.93,2,2,10,0.333333333333333
"8827","Accipiter_gentilis",20598,20.08,54.65,19,6,9,1
"7940","Melanocorypha_calandra",3074,36.72,40.15,3,6,8,0.166666666666667
"8115","Emberiza_spodocephala",3011,119.32,51.81,3,9,9,0.1
"7957","Pluvialis_apricaria",3311,43.02,65.18,3,7,10,1
"8760","Bubo_virginianus",12054,-94.01,33.29,11,3,7,1
"8322","Zapornia_parva",4063,48.94,50.59,4,7,9,0.2
"8762","Coturnix_coturnix",11831,49.66,43.52,11,7,8,0.5
"8136","Sitta_canadensis",4295,-103.64,49.84,4,2,9,0.1
"6589","Spizella_pallida",1951,-103.61,51.45,2,2,9,0.166666666666667
"6929","Vireolanius_leucotis",1618,-62.8,-3.48,2,4,4,0.00552486187845304
"8643","Falco_biarmicus",7117,19.74,4.68,7,6,5,0.2
"7442","Carpodacus_rhodochlamys",1549,87.36,44.27,2,8,8,0.0666666666666667
"7254","Limnodromus_scolopaceus",1260,2.98,68.13,2,6,10,1
"6546","Calidris_acuminata",481,145.38,70.74,1,10,10,1
"8659","Glaucidium_passerinum",7440,77.54,56.6,7,8,9,0.25
"6110","Pitta_nympha",530,115.66,28.02,1,9,7,0.0144927536231884
"8587","Mycteria_ibis",5705,22.32,-1.15,6,6,5,0.111111111111111
"8056","Hieraaetus_morphnoides",2871,134.53,-25.3,3,9,3,0.0140845070422535
"7635","Icteria_virens",2993,-101.19,38.48,3,3,8,0.0434782608695652
"8429","Milvago_chimachima",4831,-58.26,-9.1,5,4,4,0.02
"7947","Erythropygia_galactotes",3174,39.96,32.39,3,7,7,0.333333333333333
"8698","Turdus_iliacus",8840,72.67,61.69,8,7,9,0.0833333333333333
"7468","Megalurus_gramineus",1412,141.23,-29.34,2,9,2,0.0625
"7552","Delichon_dasypus",1924,109.98,35.84,2,9,7,0.125
"8719","Bombycilla_garrulus",9408,26.9,61.21,9,6,9,1
"7532","Chalcites_minutillus",1562,131.27,-8.45,2,9,4,0.0909090909090909
"8740","Anthus_rubescens",10585,-0.7,61.6,10,5,9,0.5
"8008","Charadrius_leschenaultii",2777,87.39,44.03,3,8,8,0.2
"8390","Molothrus_ater",5366,-100.1,42.04,5,3,8,0.142857142857143
"2775","Loxigilla_noctis",24,-61.88,15.71,1,4,6,0.0666666666666667
"6216","Nestor_notabilis",60,170.38,-43.36,1,10,1,0.0256410256410256
"8849","Hirundo_rustica",27557,33.14,47.58,25,6,8,0.5
"8713","Dendroica_petechia",9384,-107.67,49.34,9,2,8,1
"7618","Ixobrychus_exilis",3318,-79.18,19.76,3,3,6,0.5
"940","Aulacorhynchus_albivitta",153,-74.48,5.47,1,3,5,0.00164203612479475
"6564","Buteo_regalis",1354,-108.78,43.21,2,2,8,0.0434782608695652
"8114","Emberiza_rutila",2771,110.59,55.32,3,9,9,0.1
"463","Conirostrum_sitticolor",221,-74.35,-3.88,1,3,4,0.0018348623853211
"7930","Vanellus_spinosus",3326,20.35,12.86,3,6,6,0.166666666666667
"7650","Carpodacus_purpureus",2819,-98.93,50.18,3,3,9,0.142857142857143
"332","Spatula_puna",299,-70.05,-17.33,1,3,3,0.0121951219512195
"8778","Troglodytes_troglodytes",13010,22.48,47.75,12,6,8,1
"1929","Oporornis_agilis",783,-96.72,50.84,1,3,9,0.333333333333333
"6281","Petroica_rodinogaster",86,146.42,-40.34,1,10,2,0.0128205128205128
"8142","Cistothorus_platensis",3436,-73.77,-3.36,4,3,4,0.5
"7286","Dicaeum_chrysorrheum",1445,103.62,10.77,2,8,5,0.0454545454545455
"6615","Euphonia_minuta",1841,-67.84,-1.68,2,3,5,0.142857142857143
"8398","Zenaida_auriculata",4616,-59.64,-19.79,5,4,3,0.2
"1888","Baeolophus_atricristatus",302,-100.13,28.13,1,3,7,0.03125
"8842","Motacilla_alba",23543,80.24,53.12,22,8,9,1
"8154","Pipilo_erythrophthalmus",3465,-99.63,40.19,4,3,8,0.0666666666666667
"8707","Xenus_cinereus",8108,91.68,60.77,8,8,9,0.2
"4103","Arborophila_sumatrana",43,101.82,-2.17,1,8,4,0.0625
"4097","Vanellus_gregarius",858,64.98,50.42,1,7,9,0.5
"4112","Pericrocotus_miniatus",113,103.19,-2.16,1,8,4,0.0625
"2861","Sturnus_unicolor",506,-0.98,38.05,1,5,8,0.142857142857143
"6658","Dendroica_castanea",1695,-91.55,52.35,2,3,9,0.125
"7589","Vanellus_novaehollandiae",1419,146.87,-31.24,2,10,2,0.25
"161","Calidris_himantopus",539,-119.33,67.46,1,2,10,0.333333333333333
"8675","Larus_smithsonianus",8776,-19.89,59.34,8,5,9,1
"7122","Cossypha_niveicapilla",2010,8.96,7.46,2,6,5,0.00806451612903226
"8519","Emberiza_hortulana",5279,39.9,52.14,5,7,9,0.25
"8678","Ardeola_ralloides",7987,25.33,4.86,8,6,5,0.5
"169","Buteo_ventralis",367,-71.83,-48.2,1,3,1,0.0181818181818182
